"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"203967_at",1.08035683333333,4.83684891666667,6.63884003787592,9.65628968278529e-10,1.49224883664863e-08,11.7000386012197
"204679_at",1.11219983333334,8.79179925,6.63849906607851,9.67263758295688e-10,1.49435281109965e-08,11.6983848283802
"209032_s_at",-1.02057916666666,8.96018241666667,-6.6329003444428,9.94500900581047e-10,1.53205163816551e-08,11.6712356172782
"222848_at",1.18033333333333,5.3142975,6.62951216278766,1.01135029556524e-09,1.55586880726025e-08,11.6548108168254
"227478_at",-1.03242716666667,7.74423258333333,-6.62858598431703,1.01600501005072e-09,1.56258998381218e-08,11.6503216759419
"213524_s_at",-1.13368583333333,9.63501708333333,-6.62736394360111,1.02217901781516e-09,1.57031856698634e-08,11.6443989462866
"205394_at",1.01098783333333,4.86028891666667,6.62462096506518,1.03617229877705e-09,1.59002863978768e-08,11.6311066825641
"239108_at",-1.1110795,6.54058858333333,-6.62084104345068,1.0557658216595e-09,1.61873236958028e-08,11.6127936180056
"204540_at",1.06242683333333,6.86611741666667,6.61618490344611,1.08040457567969e-09,1.65233902588216e-08,11.5902420404819
"204557_s_at",-1.07622066666667,5.68756283333333,-6.6085030018872,1.12230096816472e-09,1.71067202214681e-08,11.5530514571424
"209365_s_at",1.0636965,9.07273258333333,6.60833788257061,1.12321889664541e-09,1.71159401265573e-08,11.5522522796968
"238488_at",-1.172731,6.06245333333333,-6.60770437649501,1.12674755307171e-09,1.71649268498734e-08,11.5491861960103
"225328_at",1.11219233333333,7.57477833333333,6.59847385412269,1.17942033871643e-09,1.78925657656272e-08,11.504527128486
"212724_at",-1.16782533333333,9.95758216666667,-6.5955004374566,1.19689972183527e-09,1.81275601915078e-08,11.4901473099518
"1553834_at",-1.11236583333333,5.54143558333333,-6.59389981484953,1.20641466364058e-09,1.82564964668001e-08,11.4824077398783
"1553133_at",-1.01318,7.07596316666667,-6.5905306630148,1.22668727591191e-09,1.85478779896249e-08,11.466119557841
"238458_at",-1.12567283333333,5.94640308333333,-6.58937933118472,1.23369176576894e-09,1.86434763110605e-08,11.4605543231726
"219306_at",1.040383,4.97411466666667,6.58009040019375,1.29166668798634e-09,1.94497042593372e-08,11.4156705957109
"222549_at",1.34982016666667,8.70094058333333,6.57687848373696,1.31233222863933e-09,1.97337086360989e-08,11.4001575983176
"219970_at",-1.13125516666667,6.17657475,-6.57659759348469,1.31415492038262e-09,1.97556833301952e-08,11.3988011148906
"1552309_a_at",-1.34116616666667,8.33496891666667,-6.57567753996539,1.32014264047345e-09,1.98293403483203e-08,11.3943581543545
"222853_at",-1.4684605,10.2373360833333,-6.5747221299458,1.32638895404305e-09,1.99012941993149e-08,11.3897447627505
"213094_at",-1.25367033333333,8.4296,-6.55586218792687,1.45583683225935e-09,2.17247908491181e-08,11.2987397346151
"243802_at",-1.173657,5.65086916666667,-6.55538399336586,1.45927605138041e-09,2.17637528939509e-08,11.2964338868073
"207442_at",-1.40935283333333,7.71244441666667,-6.54484286527078,1.53715789557566e-09,2.28691450178501e-08,11.24562472404
"226933_s_at",-1.06897766666667,6.379946,-6.54207438129687,1.55828350080819e-09,2.31645324651135e-08,11.2322867478328
"214467_at",-1.0164975,8.38359708333333,-6.5359014306043,1.60642456159779e-09,2.38218776526604e-08,11.2025563107702
"202995_s_at",-1.39275883333333,10.2775919166667,-6.52605959880736,1.68622930965692e-09,2.48704039669523e-08,11.1551829669574
"206710_s_at",-1.36095033333333,8.15133016666667,-6.52588198076077,1.6877049164792e-09,2.48854547757552e-08,11.1543283171801
"1556209_at",-1.10302483333333,6.42476791666667,-6.52113878924246,1.72758483014328e-09,2.54391867999149e-08,11.1315094281424
"244119_at",-1.115351,4.33399783333333,-6.51160866692762,1.81054337269788e-09,2.65535029244251e-08,11.0856849240404
"205898_at",-1.435506,8.31721083333333,-6.50594719037458,1.86167359562817e-09,2.72012303155986e-08,11.0584773781837
"219890_at",1.10740966666666,6.93414066666667,6.50523795467393,1.86817843529077e-09,2.72889810177726e-08,11.0550697709481
"225763_at",-1.014293,8.279962,-6.50340644067354,1.88508025937433e-09,2.75138182544825e-08,11.0462708589004
"213790_at",1.27435433333334,5.57775033333333,6.50322493996572,1.88676339984851e-09,2.7516348062608e-08,11.0453989618934
"222520_s_at",-1.218744,6.50399333333333,-6.49447495966489,1.96968847497828e-09,2.86264533145766e-08,11.0033793207986
"222257_s_at",1.101916,6.45090683333333,6.49396377998765,1.97464262313567e-09,2.86908279085683e-08,11.0009253363145
"1558034_s_at",2.07511866666667,7.10878716666667,6.49358041234497,1.97836613093607e-09,2.87372922978028e-08,10.9990849903731
"1554997_a_at",-1.86559683333333,7.31229558333333,-6.49250774051156,1.98882142920723e-09,2.8873821466252e-08,10.9939359329043
"241929_at",-1.09802016666667,5.44728658333333,-6.48950703103788,2.01835956743857e-09,2.92560470174189e-08,10.9795340257904
"209792_s_at",-1.24011766666667,8.094952,-6.48808712023758,2.03248716457287e-09,2.94296175113934e-08,10.9727202673262
"226930_at",1.48816,6.3872825,6.4740658433586,2.17733632520807e-09,3.14022325457007e-08,10.9054742152409
"219148_at",1.35481933333334,5.38687266666667,6.46502325260847,2.27610353282398e-09,3.27317097993559e-08,10.8621428135744
"203574_at",-1.221269,9.69733566666667,-6.46434469925727,2.283690713231e-09,3.28321824206955e-08,10.8588924070981
"242881_x_at",1.4829645,5.13934341666667,6.46417532102237,2.28558848624368e-09,3.28508282033052e-08,10.8580810769079
"205347_s_at",-1.64282466666667,7.328543,-6.45711435456896,2.36610095871348e-09,3.39188699312164e-08,10.8242677622759
"204811_s_at",-1.39261183333333,9.55083591666667,-6.4480820700485,2.47317883330192e-09,3.53372161947477e-08,10.781040128259
"221669_s_at",1.06345116666667,8.00412025,6.4473687379407,2.48183614988926e-09,3.54478556675014e-08,10.77762742938
"202357_s_at",1.22635883333333,8.95921041666667,6.43808395288046,2.59728325478423e-09,3.6961598634911e-08,10.7332240617262
"219140_s_at",-1.3056905,7.65586491666667,-6.42829184606642,2.72477569921006e-09,3.86551923597068e-08,10.6864279273587
"243041_s_at",-1.0847345,6.80254708333333,-6.42670363930431,2.74602754579832e-09,3.89364771956751e-08,10.678841185772
"205159_at",-1.16553916666666,9.08080341666667,-6.42418280307074,2.78009490759756e-09,3.93888802987552e-08,10.6668012061173
"225237_s_at",1.07212216666666,6.47345208333333,6.41743121599465,2.87340375476445e-09,4.05637361971976e-08,10.6345656409247
"211470_s_at",1.40231933333333,7.870214,6.41689566511154,2.88093601115433e-09,4.06595705755971e-08,10.6320093471231
"221276_s_at",-1.02972816666666,6.79781308333333,-6.40542861447522,3.04696604260187e-09,4.28479599740888e-08,10.577299608799
"211776_s_at",-1.1345605,7.24904925,-6.40249048328798,3.09100302225854e-09,4.33779749081073e-08,10.563289322571
"214920_at",-1.03481283333333,6.94200925,-6.40089000529533,3.11525445659165e-09,4.3651085959546e-08,10.5556588633238
"225792_at",1.02139766666666,8.07929616666667,6.40034150675652,3.1236087197312e-09,4.37345215752378e-08,10.5530440482579
"223315_at",-1.178951,9.132342,-6.38410637779607,3.38114057724241e-09,4.70271841925029e-08,10.4756970269586
"1552766_at",1.268499,4.55466766666667,6.3827174913162,3.40411973382051e-09,4.72866479793283e-08,10.4690845788537
"202638_s_at",-1.24993966666667,10.2173773333333,-6.38207043913785,3.41487771492002e-09,4.74119956991498e-08,10.4660042223611
"219869_s_at",-1.58046966666667,9.39540733333333,-6.3790820632806,3.46499918565113e-09,4.80407093872031e-08,10.4517797418533
"230323_s_at",1.19652016666667,7.26524175,6.37509126978332,3.53306547412608e-09,4.88915096932026e-08,10.4327888998458
"242517_at",1.26701166666666,5.489066,6.37005550096369,3.62083766570881e-09,4.99292053903226e-08,10.4088336789769
"211355_x_at",-1.338547,7.26207816666667,-6.36868733956448,3.64505330759188e-09,5.02504512336324e-08,10.4023269194924
"226103_at",-1.393256,8.16518166666667,-6.36345745647291,3.73909899336238e-09,5.14043845768388e-08,10.3774607426565
"232458_at",1.591753,7.083468,6.36270292487906,3.75286316130191e-09,5.15806418663101e-08,10.37387404933
"207294_at",-1.243883,4.7639515,-6.36095308366188,3.78497622068713e-09,5.19697576258334e-08,10.3655569196222
"220030_at",1.10842466666666,4.91957816666667,6.35967447087672,3.80861236977897e-09,5.22549263030528e-08,10.3594802856063
"219747_at",-1.21721016666667,10.0880409166667,-6.35288566969543,3.93656589629529e-09,5.38348525212468e-08,10.3272264294902
"237281_at",-1.18474783333333,4.73695041666667,-6.34810259600738,4.02925010781166e-09,5.49648826458589e-08,10.3045120464521
"223784_at",1.378427,5.4801615,6.34775016243403,4.03616383391364e-09,5.50454621150482e-08,10.3028387048453
"204734_at",1.16147416666667,6.77480975,6.34089207227853,4.17305040023031e-09,5.67491452349928e-08,10.2702858682952
"204268_at",1.69501733333334,8.07063666666667,6.34086793092414,4.17354024672896e-09,5.67491452349928e-08,10.2701713088218
"223551_at",1.343561,6.96112216666667,6.34003865757643,4.19040127604153e-09,5.69500844562691e-08,10.2662362370992
"223218_s_at",-1.23576233333333,10.7014241666667,-6.33834775806362,4.22498934857928e-09,5.73488809914529e-08,10.258213360527
"235209_at",-1.0436645,7.03454975,-6.3368759974019,4.25532369694707e-09,5.7731966037365e-08,10.2512311012472
"208850_s_at",1.103603,8.10397666666667,6.32984647601432,4.40319432034378e-09,5.95607742367135e-08,10.2178930310799
"207039_at",1.38993466666667,5.84542433333333,6.32469169754761,4.51483450639816e-09,6.09352201030164e-08,10.1934577231486
"227705_at",-1.1838325,6.77305691666667,-6.31787221496816,4.66682259711538e-09,6.27850702503159e-08,10.1611463510306
"214370_at",-1.10090233333333,6.368666,-6.31704539366801,4.68558944912933e-09,6.3006542826155e-08,10.1572299672502
"230233_at",-1.03800399999999,8.93842316666667,-6.31331357532851,4.77122190910397e-09,6.4047767709369e-08,10.1395567249559
"226980_at",1.038796,4.27427433333333,6.30402925214183,4.99101100057524e-09,6.67523303464901e-08,10.0956103257278
"229012_at",-1.680454,7.74865733333333,-6.29579076037915,5.19437348688353e-09,6.92574971990359e-08,10.0566412502891
"220005_at",-1.054688,7.3212785,-6.2942809343469,5.23251772295674e-09,6.97095288749171e-08,10.0495023452168
"228293_at",1.05004366666667,4.9227645,6.28818289830931,5.38940582484919e-09,7.16599619342484e-08,10.020677728162
"228273_at",1.0716855,7.54142158333333,6.28753920105717,5.40623454517669e-09,7.18313180455736e-08,10.0176358706215
"207496_at",-1.19908366666667,6.39479016666667,-6.27416724553553,5.76776958901979e-09,7.62827291436036e-08,9.95448059302667
"203811_s_at",-1.3046745,6.95824358333333,-6.27279532456433,5.80618205736065e-09,7.67225233069492e-08,9.94800487148552
"220057_at",1.63297216666667,7.18599375,6.26558039347025,6.01237715758976e-09,7.91921756423079e-08,9.9139607643846
"212325_at",-1.3545825,8.85722391666667,-6.26507328031173,6.02713815383904e-09,7.93674803856333e-08,9.91156865963353
"220001_at",-1.047698,5.55318516666667,-6.25651738503879,6.28163049823302e-09,8.2420961720876e-08,9.87122431597067
"233496_s_at",-1.27963016666667,6.86851791666667,-6.25252493890254,6.40397703274091e-09,8.3825100374697e-08,9.85240789870516
"236982_at",-1.41839866666667,6.88297916666667,-6.25087075359911,6.45535347868069e-09,8.43562264452359e-08,9.84461349045911
"228224_at",-1.02551166666667,9.33764016666667,-6.24423405721879,6.66559087911097e-09,8.68130493843241e-08,9.81335229881641
"229973_at",-1.21381,4.695316,-6.23877997331563,6.84340012941875e-09,8.88959140118723e-08,9.78767419556467
"219962_at",1.26980116666666,5.38060008333333,6.23253682712542,7.05267057799407e-09,9.12890065937087e-08,9.75829508822665
"229976_at",-1.0295505,6.17047958333333,-6.22697087230169,7.24454566187918e-09,9.36617484188328e-08,9.73211529059992
"208131_s_at",-1.1475925,9.50226591666667,-6.22393458869362,7.35137229959906e-09,9.49082126282358e-08,9.71783895414842
"210067_at",-2.32089516666667,6.66872358333333,-6.21801055141484,7.56428333633433e-09,9.73122803327245e-08,9.68999483904684
"211356_x_at",-1.39398333333333,7.21556633333333,-6.21300064516781,7.74906880683566e-09,9.95021928167543e-08,9.66645783982829
"206191_at",1.04991733333334,7.97877683333333,6.21150247001329,7.80518555681724e-09,1.00175708995066e-07,9.65942115118665
"209631_s_at",1.23465316666667,4.86081325,6.2110363753783,7.82272538390097e-09,1.00353709611634e-07,9.65723215562468
"202270_at",-1.0037045,10.2219800833333,-6.20705288095009,7.97422154779404e-09,1.02033831763548e-07,9.63852724138892
"210873_x_at",-1.46886516666666,6.78668925,-6.20486551641875,8.05863359552638e-09,1.0296933672246e-07,9.62825884470194
"204619_s_at",1.09343666666667,8.67360783333333,6.18832521002562,8.72604890470523e-09,1.10875371569779e-07,9.55067163815098
"204051_s_at",1.29208383333333,8.53262991666667,6.18806990710573,8.73676561901285e-09,1.10985748192269e-07,9.54947489438233
"204606_at",-1.17903533333334,8.37387566666667,-6.1765714166161,9.23309776433875e-09,1.16775299621842e-07,9.49560145401024
"210764_s_at",-1.26792166666666,10.70953,-6.17174480681819,9.44961341230733e-09,1.19320464969493e-07,9.47300284978944
"238116_at",-1.526492,7.01546233333333,-6.16962359307998,9.54634158990035e-09,1.20347296847545e-07,9.46307401604718
"208767_s_at",1.06880283333333,10.7839000833333,6.16724527951002,9.6559525183063e-09,1.2167301312247e-07,9.45194385444583
"210170_at",-1.19708933333333,6.808055,-6.16529067306469,9.74696214133873e-09,1.22650208303267e-07,9.44279823385851
"213413_at",-1.08836433333334,7.81820583333333,-6.15706478152114,1.01393128961257e-08,1.27323594992116e-07,9.40432558491551
"209829_at",-1.27536133333333,7.29243066666667,-6.15336718114147,1.03207014000022e-08,1.29423015836036e-07,9.38704046892858
"210786_s_at",-1.41263583333333,7.07026225,-6.15250784132805,1.03633120448986e-08,1.2989777305246e-07,9.38302409380242
"228062_at",-1.108589,7.2228855,-6.13133375175747,1.14696676159021e-08,1.42783259767634e-07,9.28415250372314
"214326_x_at",-1.09783266666666,8.45792716666667,-6.13073367187792,1.1502658669947e-08,1.43161361889222e-07,9.2813530279598
"204519_s_at",-1.1061315,9.85003591666667,-6.12644720116298,1.17410497224619e-08,1.45796478213855e-07,9.26136004277803
"229070_at",-1.23761216666666,7.16858691666667,-6.11938446780004,1.21444854611361e-08,1.50430390255464e-07,9.22843384722288
"237400_at",-1.01546016666666,7.37895725,-6.11372875134143,1.24773548886423e-08,1.54308839298014e-07,9.20208136192465
"206089_at",1.39942483333333,6.27907891666667,6.10902032851726,1.27613033369323e-08,1.57606564252716e-07,9.18015242184406
"218835_at",-1.967117,13.5351861666667,-6.10478257475379,1.30222959536788e-08,1.60467439997158e-07,9.16042310461579
"203708_at",-1.205324,8.755463,-6.10382748066079,1.30818388533811e-08,1.61128528792209e-07,9.15597754843364
"1555497_a_at",-1.72965733333332,10.1520063333333,-6.09561213621231,1.36051848695976e-08,1.67235495221504e-07,9.11775362999252
"221577_x_at",1.56786116666666,8.71082975,6.09135849826178,1.38841923886928e-08,1.70435163639825e-07,9.09797311131441
"205922_at",-1.18464966666666,7.42662833333333,-6.08273315104757,1.4467337099236e-08,1.76957864854749e-07,9.05788522323119
"1554980_a_at",-1.142916,7.80360733333333,-6.06322036857311,1.58768940786947e-08,1.92818565915733e-07,8.96730612334962
"204779_s_at",1.09185966666667,8.22989533333333,6.06005329647748,1.61180728988949e-08,1.95357046275123e-07,8.95261890651494
"218876_at",-1.31161016666666,9.58160291666667,-6.0428314947191,1.74939643170851e-08,2.10400901679856e-07,8.87282419009466
"242871_at",-1.08360283333333,7.72805025,-6.04188237940222,1.75730602196879e-08,2.11166388464052e-07,8.86843009471412
"227688_at",-1.09636016666667,6.60017541666667,-6.03416834521177,1.82290959690989e-08,2.18234250516856e-07,8.83273019294316
"214724_at",-1.0258135,8.50126775,-6.03208766800423,1.84101304808783e-08,2.20064250993009e-07,8.82310513616179
"210258_at",-1.36765916666666,6.53366975,-6.02705968471354,1.88549299462982e-08,2.24742379510323e-07,8.79985333836576
"223809_at",-1.26603016666667,7.09214108333333,-6.01263936309787,2.01900426609717e-08,2.39819809360988e-07,8.73322409436955
"223597_at",-1.396875,6.35076716666667,-6.00990357471993,2.04536235442108e-08,2.42687037170079e-07,8.72059295292333
"205960_at",-1.67390583333333,6.66010041666667,-6.00763386877622,2.06748638599838e-08,2.44886954407412e-07,8.71011604270038
"1556003_a_at",-1.0599915,6.13196508333333,-6.00450088805504,2.09841204286308e-08,2.48334801825842e-07,8.69565774659844
"226701_at",-1.1322905,8.01109475,-5.99780026694391,2.16608776772164e-08,2.55348962268609e-07,8.66474878348296
"203559_s_at",1.37981266666666,5.395197,5.9889045731876,2.25925686074083e-08,2.65188640749259e-07,8.62374281364614
"213226_at",1.02422883333334,6.08736875,5.98504369610244,2.30090891719253e-08,2.69326043775426e-07,8.60595569927809
"205422_s_at",1.09201533333334,8.72601666666667,5.98314896759725,2.32162479726441e-08,2.71576456547778e-07,8.59722890934933
"223423_at",1.08262866666666,9.49801133333333,5.9820256116618,2.33399335427538e-08,2.72906515494025e-07,8.59205562748843
"225299_at",-1.00463883333333,7.52425641666667,-5.98039115717649,2.35210500812213e-08,2.74906672336634e-07,8.58452956449943
"239594_at",1.2142525,4.86469275,5.9746768219277,2.41651851190365e-08,2.81832657078353e-07,8.55822583198942
"236028_at",1.23377616666667,4.45967008333333,5.97023043441907,2.4678354833684e-08,2.87449733815866e-07,8.53776796014301
"213060_s_at",-1.20387666666667,7.75443933333333,-5.95932261501757,2.59830402745943e-08,3.01170813443596e-07,8.48761572541241
"224358_s_at",-1.22515466666667,7.52518566666667,-5.95614625715131,2.6375542710365e-08,3.05267315344878e-07,8.47302068944991
"206522_at",-1.37219566666667,5.36862766666667,-5.95227130827853,2.68622635799018e-08,3.1044055405435e-07,8.45522138956382
"232067_at",1.0860385,6.08961808333333,5.94905354095913,2.72731345129333e-08,3.14989148604696e-07,8.44044556323193
"211354_s_at",-1.28074116666667,6.55757825,-5.945833099513,2.7690526414191e-08,3.19068394456458e-07,8.42566178367693
"209209_s_at",-1.31338583333333,8.48223308333333,-5.94505971720695,2.77916928758565e-08,3.20099180111113e-07,8.42211213475396
"211922_s_at",-1.06038383333332,9.73183091666667,-5.93683521941975,2.88902574632794e-08,3.31704079547417e-07,8.38437903108051
"204174_at",-1.1094435,11.3552519166667,-5.92056613243542,3.11904605326113e-08,3.55649307532956e-07,8.30982174141823
"209937_at",1.51747216666667,6.36527625,5.91718713994421,3.16902846589526e-08,3.60821806274101e-07,8.29435058918524
"223660_at",1.06178983333333,6.42072975,5.91620764816225,3.1836636946049e-08,3.62186459639041e-07,8.28986675897158
"1553185_at",1.17222116666666,8.51577691666667,5.91220630174333,3.24414296600567e-08,3.6814760619834e-07,8.27155395240936
"214770_at",-1.1124515,8.43794858333333,-5.91190640334012,3.24872103072492e-08,3.68590625347343e-07,8.27018169106583
"207864_at",-1.4156715,5.67639541666667,-5.90475628820005,3.35976861532157e-08,3.79813810258446e-07,8.23747576825723
"205239_at",-1.59220183333333,8.92034158333333,-5.90086310407801,3.42179181225687e-08,3.86382625640529e-07,8.2196767250735
"204179_at",1.004142,6.404871,5.89991595752264,3.43705024076305e-08,3.87785228876847e-07,8.21534748576874
"204754_at",-1.07224616666667,7.53022958333333,-5.88608009954343,3.6677103943928e-08,4.1202396920778e-07,8.15214958679397
"243509_at",-1.45527733333334,6.93256116666667,-5.875415995614,3.8558024799153e-08,4.31292963562539e-07,8.10349480000674
"210387_at",1.413327,5.80213733333333,5.87431537115244,3.87574601329572e-08,4.3325784763227e-07,8.09847597900637
"1559333_at",-1.00633266666667,5.7287545,-5.87400106350115,3.88145989561984e-08,4.33630608485932e-07,8.09704283856017
"219232_s_at",1.05825983333333,6.51384225,5.87380534275103,3.88502213244818e-08,4.33762681420471e-07,8.09615043702821
"210004_at",-1.455413,8.84919133333333,-5.87321660631522,3.89575685254435e-08,4.34783641381634e-07,8.09346615337115
"238593_at",1.20103683333333,4.84144108333333,5.86965948120102,3.96123786006294e-08,4.41550825685915e-07,8.07725095257415
"219584_at",-1.10838466666667,7.70947583333333,-5.86469377006743,4.05445892759053e-08,4.50930719825086e-07,8.05462373612969
"210096_at",-2.00724233333333,10.978979,-5.85630610678774,4.21683426345241e-08,4.6803778594044e-07,8.01642770631075
"231084_at",-1.10689983333333,5.95643391666667,-5.84197670595404,4.50912448577487e-08,4.96848813502098e-07,7.95124383774518
"225645_at",1.00918366666667,10.4614846666667,5.83662695920635,4.62327047812238e-08,5.0717759508696e-07,7.92693070725311
"229816_at",-1.0069295,6.00063741666667,-5.82807395403707,4.81168030676336e-08,5.25430614842958e-07,7.88808530250803
"238447_at",-1.10872250000001,9.71734008333333,-5.82378411258429,4.90899605475629e-08,5.34660078274502e-07,7.86861392667291
"205034_at",1.03807833333334,6.1460325,5.80576503882471,5.33928925771667e-08,5.77841726376997e-07,7.78691339807747
"201497_x_at",-1.04557200000001,11.2680756666667,-5.80258091756455,5.4190814320264e-08,5.84856449459225e-07,7.77249090271633
"204678_s_at",1.01525416666667,7.64412325,5.79872143042225,5.51736745572696e-08,5.94290909459952e-07,7.75501525598775
"202912_at",-1.12358566666667,9.511362,-5.7947486005981,5.620366224637e-08,6.03601499375423e-07,7.73703318284563
"202936_s_at",1.1404655,7.90895925,5.79388004044307,5.6431343647122e-08,6.05808700943725e-07,7.73310276886229
"201645_at",1.19996816666667,9.99037241666667,5.7930800099821,5.66418613331236e-08,6.07710708082522e-07,7.72948275741779
"221679_s_at",-1.00071066666667,6.46434433333333,-5.79271582380202,5.67379472221734e-08,6.08502798033019e-07,7.72783496509999
"202431_s_at",-1.25503116666667,9.84180791666667,-5.79185108149738,5.69667395446702e-08,6.10196040281521e-07,7.72392259485882
"243584_at",-1.2038765,6.16651925,-5.78770258470804,5.80769899869218e-08,6.2018738819042e-07,7.70515801702835
"240861_at",1.20288716666666,6.09754625,5.78470287867526,5.88929886217748e-08,6.28473257608823e-07,7.69159436706387
"235763_at",1.45819983333333,4.38913758333333,5.78303781102667,5.9350773653737e-08,6.3267762712382e-07,7.68406719826525
"232151_at",1.02891183333333,7.94860325,5.77881166305509,6.05284195607448e-08,6.43725216783452e-07,7.66496776695308
"230193_at",1.70056116666667,6.72306375,5.77012873053643,6.30203569102553e-08,6.67629919408683e-07,7.62575117348218
"1557422_at",-1.13046616666667,6.29269691666667,-5.7633909367224,6.50231344782585e-08,6.8685082642944e-07,7.59534267035538
"229461_x_at",-1.2141455,6.67442558333333,-5.76313585815282,6.51001691808861e-08,6.87266219340597e-07,7.59419186172304
"206595_at",-1.04774783333333,8.84866941666667,-5.74674714341051,7.02418177206311e-08,7.37842725048128e-07,7.52031297598661
"218717_s_at",-1.03625683333333,9.37437441666667,-5.74548197066399,7.06549028895915e-08,7.41896834163322e-07,7.51461462564706
"201149_s_at",-1.260197,9.46215116666667,-5.73428683440675,7.44155061382751e-08,7.79139754521292e-07,7.46422254369096
"206101_at",-1.06829133333333,8.74084816666667,-5.72617896874792,7.72608971504106e-08,8.06614388332767e-07,7.42776179091481
"205798_at",-1.13045916666667,10.02371625,-5.70555082808473,8.49898467885769e-08,8.7891429414894e-07,7.33513000711867
"236548_at",-1.00706233333333,5.82046633333333,-5.70048867084569,8.69994566026627e-08,8.97997978053725e-07,7.31242720193591
"203751_x_at",-1.08865666666667,8.4393695,-5.70039415995304,8.70374156468667e-08,8.98220215268485e-07,7.31200344796157
"1553186_x_at",1.13002433333333,7.64503666666667,5.69836303833463,8.78571231942386e-08,9.05653885868211e-07,7.30289757363692
"211812_s_at",-1.08874683333333,6.57023791666667,-5.69765692047065,8.81438626680335e-08,9.08438396112108e-07,7.29973235720811
"229802_at",1.38013633333334,6.93888266666667,5.69021658100353,9.12215348349606e-08,9.35845039784927e-07,7.26639419692898
"209182_s_at",-1.097245,9.23970933333333,-5.68404226480479,9.38552809102418e-08,9.60602299469763e-07,7.23874765495969
"229620_at",-1.04719116666667,6.51726308333333,-5.68188276856358,9.47939225678888e-08,9.6857740915704e-07,7.22908220057202
"1562371_s_at",-1.06962616666666,4.86272541666667,-5.67971158369974,9.57469176998596e-08,9.77401554376368e-07,7.21936655062105
"206204_at",1.235393,5.599278,5.67932533019096,9.59174363762765e-08,9.78594109698249e-07,7.21763836058927
"231240_at",1.04612516666667,5.54802158333333,5.6732332063221,9.86466116267958e-08,1.00493823191635e-06,7.19038966084733
"220269_at",-1.18709483333334,5.31052558333333,-5.67229060013785,9.90756268949146e-08,1.00855704719409e-06,7.18617509359835
"225820_at",-1.00122616666667,7.17833391666667,-5.67173976245963,9.93271795413856e-08,1.01074139985581e-06,7.18371238207288
"205242_at",2.14051366666667,6.87578116666667,5.66700479377687,1.015154826379e-07,1.02917838183333e-06,7.16254871901998
"207392_x_at",1.35424083333334,5.87534658333333,5.66572923796893,1.02113023531088e-07,1.03466077864386e-06,7.15684916376836
"219497_s_at",1.00905416666667,6.33034975,5.66548793382624,1.02226450767123e-07,1.03523452411418e-06,7.15577102941022
"1554414_a_at",-1.046633,8.10084516666667,-5.66416454162289,1.02850722154457e-07,1.04117075241528e-06,7.14985865103119
"201496_x_at",-1.20787016666666,7.88470091666667,-5.66188883438453,1.03932966106863e-07,1.05076459354525e-06,7.13969357255927
"214470_at",-1.02592716666666,8.25958858333333,-5.65990747777738,1.04884308434383e-07,1.05901192311171e-06,7.13084520565167
"1554921_a_at",-1.22100533333333,6.8203655,-5.65701824296885,1.06286875746434e-07,1.07277735488947e-06,7.11794561826206
"217889_s_at",-1.04975516666667,8.54457175,-5.64991250650967,1.09814967576503e-07,1.10552998568318e-06,7.08623671986154
"241031_at",1.25920633333333,5.29045366666667,5.64940317372605,1.10072219347186e-07,1.10791579396307e-06,7.08396473659064
"204575_s_at",-1.14397316666667,8.68471775,-5.64585011305128,1.11883283014913e-07,1.12531613297284e-06,7.0681188668995
"201325_s_at",-1.20129666666667,10.2759076666667,-5.63997055976684,1.14944527259791e-07,1.15313615191359e-06,7.04190998776791
"223217_s_at",-1.31313083333334,9.06428525,-5.63357933362292,1.18365272097278e-07,1.18549574132967e-06,7.01343815522365
"206007_at",-1.08526616666667,4.75629625,-5.63159946399005,1.19445035730981e-07,1.19477814280853e-06,7.00462195743424
"202935_s_at",1.36166866666666,7.50628516666667,5.62659032876463,1.22220143210253e-07,1.21852413020069e-06,6.98232469644843
"205342_s_at",1.26585866666666,7.02698333333333,5.61905195530809,1.26515895478029e-07,1.25836939881049e-06,6.94879065669082
"224400_s_at",-1.10072483333333,5.32970425,-5.61071509314917,1.31438952671398e-07,1.30259647223286e-06,6.91173496204093
"241789_at",-1.12835666666667,7.59773733333333,-5.60816866193254,1.3297972089803e-07,1.31667262587826e-06,6.90042295359601
"206315_at",1.27638533333333,7.37536,5.59093164387894,1.43884462620379e-07,1.41084702183809e-06,6.82392957899128
"203736_s_at",-1.015225,5.68058583333333,-5.56060326531529,1.65235074066936e-07,1.59869539455136e-06,6.68967427140069
"206457_s_at",1.165412,4.83034633333333,5.54449096577462,1.77808991951034e-07,1.70946133900524e-06,6.61852391493901
"223737_x_at",-1.14366433333333,6.077696,-5.54289226933615,1.7910651659196e-07,1.72072549546045e-06,6.61147085150304
"201718_s_at",-1.02701466666667,8.0946375,-5.54252195341628,1.79408389535315e-07,1.72332285626201e-06,6.60983727780386
"1562321_at",-1.1491625,5.46305808333333,-5.53872494448665,1.8253249342738e-07,1.74994986465754e-06,6.59309125240313
"205681_at",-1.2643875,9.48708308333333,-5.52984049632415,1.90051940222046e-07,1.81472054342304e-06,6.55393444357836
"205261_at",-1.73619150000001,10.84779875,-5.52460532669651,1.94623838656848e-07,1.85352001020087e-06,6.53087863988348
